date,flight_id,aircraft_id,reg,equip,callsign,flight,schd_from,schd_to,real_to
20190223,530103041,10977566,N583AS,B738,ASA55,AS55,ANC,SCC,SCC
20190223,530104292,11008500,N613AS,B737,ASA904,AS904,FAI,ANC,ANC
20190223,530104882,11284685,N885EA,DH8A,12345678,,FAI,ANC,ANC
20190223,530105168,11282783,N883EA,DH8A,,,ANC,,
20190223,530109351,10799677,N4079H,PA31,N4079H,,FAI,FAI,FAI
20190223,530115978,10665996,N27663,PA31,N27663,N27663,FAI,FAI,FAI
20190223,530116426,10512902,N126AK,C180,N126AK,,,,
20190223,530119839,11008500,N613AS,B737,ASA178,AS178,ANC,FAI,FAI
20190223,530122923,10512902,N126AK,C180,N126AK,,,,
20190223,530126312,0,,C441,SVX41,,ANC,,
20190223,530132508,11208269,N80944,C172,N80944,N8944,FAI,,
20190223,530132547,10531562,N144Q,DHC2,N144Q,,,,
20190223,530133231,11008500,N613AS,B737,ASA192,AS192,FAI,ANC,ANC
20190223,530144820,10572742,N185FK,C185,N185FK,,,,
20190223,529978216,11141554,N744DA,PC12,N744DA,,,FAI,FAI
20190223,529980597,0,,DH8A,RVF919,7H919,FAI,ANC,ANC
20190223,530149362,11282783,N883EA,DH8A,RVF8161,7H8161,,,
20190224,530182676,10946282,N552AS,B738,ASA215,AS215,ANC,FAI,FAI
20190224,530200815,12588884,CFIVR,B77W,ACA016,AC16,HKG,YYZ,YYZ
20190224,530321400,11010402,N615AS,B737,ASA55,AS55,FAI,ANC,ANC
20190224,530292962,11102073,N705DN,B77L,DAL8820,DL8820,FAI,SIN,SIN
20190224,530179897,10977566,N583AS,B738,ASA194,AS194,FAI,ANC,ANC
20190224,530300444,11009451,N614AS,B737,ASA192,AS192,FAI,ANC,ANC
20190224,530154279,11010402,N615AS,B737,ASA50,AS50,ANC,SCC,SCC
20190224,530248217,11013255,N618AS,B737,ASA127,AS127,ANC,FAI,FAI
20190224,530206742,12594417,CFRAM,B77W,ACA002,AC2,HND,YYZ,YYZ
20190224,530269384,11265389,N866DA,B772,DAL121,DL121,MSP,HND,HND
20190224,530246165,10930815,N537AS,B738,ASA86,AS86,FAI,ANC,ANC
20190224,530265386,0,,,,,,,
20190224,530204166,11102073,N705DN,B77L,DAL8957,DL8957,OSN,EIL,EIL
20190224,530157222,10916900,N523AS,B738,ASA179,AS179,ANC,FAI,FAI
20190224,530304772,10487010,N100BW,DH3T,N100BW,,,,
20190224,530294995,11132419,N735EA,C185,CAP5036,,MRI,,
20190224,530170896,10977566,N583AS,B738,ASA147,AS147,ANC,FAI,FAI
20190224,530211037,8815390,JA742J,B77W,JAL4,JL4,NRT,JFK,JFK
20190224,530265103,11013255,N618AS,B737,ASA904,AS904,FAI,ANC,ANC
20190224,530155121,11208269,N80944,C172,N80944,N8944,,FAI,FAI
20190224,530167780,10916900,N523AS,B738,ASA148,AS148,FAI,ANC,ANC
20190224,530286062,11009451,N614AS,B737,ASA178,AS178,ANC,FAI,FAI
20190225,530339730,11017660,N622AS,B737,ASA148,AS148,FAI,ANC,ANC
20190225,530487737,10978517,N584AS,B738,ASA538,AS538,ANC,FAI,FAI
20190225,530342801,10512184,N125KT,C185,N125KT,,,,
20190225,530426117,10987677,N593AS,B738,ASA86,AS86,FAI,ANC,ANC
20190225,530489496,10512184,N125KT,C185,N125KT,,,,
20190225,530440626,0,,,,G9976,,,
20190225,530506128,11031801,N636KT,DH3T,N636KT,,,,
20190225,530343411,11010402,N615AS,B737,ASA147,AS147,ANC,FAI,FAI
20190225,530474970,0,,,,,,,
20190225,530446687,10884064,N491AS,B739,ASA904,AS904,FAI,ANC,ANC
20190225,530430506,10884064,N491AS,B739,ASA127,AS127,ANC,FAI,FAI
20190225,530480996,10800121,N408SR,B350,N408SR,,ANC,,
20190225,530357110,10885015,N492AS,B739,ASA215,AS215,ANC,FAI,FAI
20190225,530501643,10572742,N185FK,C185,N185FK,,,,
20190225,530451317,10918802,N525AS,B738,ASA55,AS55,ANC,SCC,SCC
20190225,530446114,11021464,N626AS,B737,ASA7015,AS7015,ANC,SCC,SCC
20190225,530361487,7864354,B2089,B77W,CCA886,CA886,IAH,PEK,PEK
20190225,530463787,10665996,N27663,PA31,N27663,N27663,FAI,FAI,FAI
20190225,530447143,11261585,N862DA,B772,DAL121,DL121,MSP,HND,HND
20190225,530350671,11284685,N885EA,DH8A,12345678,,FAI,ANC,ANC
20190225,530467292,11391201,N99GA,GA8,N99GA,,ANC,,
20190225,530377433,10603209,N2140U,B77W,UAL78,UA78,NRT,EWR,EWR
20190225,530369426,11382518,N981BB,BE20,N981BB,,ANC,SCC,SCC
20190225,530483926,11010402,N615AS,B737,ASA192,AS192,FAI,ANC,ANC
20190225,530354564,11010402,N615AS,B737,ASA194,AS194,FAI,ANC,ANC
20190225,530460204,11214905,N816FX,AT73,CFS663,EM663,ANC,FAI,FAI
20190225,530451347,11286587,N887EA,DH8A,,,,,
20190225,530506636,10918802,N525AS,B738,ASA55,AS55,FAI,ANC,ANC
20190225,530467551,11010402,N615AS,B737,ASA178,AS178,ANC,FAI,FAI
20190225,530483364,11214905,N816FX,AT73,CFS663,EM663,FAI,ANC,ANC
20190225,530340765,11284685,N885EA,DH8A,12345678,,ANC,FAI,FAI
20190225,530325936,11017660,N622AS,B737,ASA179,AS179,ANC,FAI,FAI
20190226,530640983,11010402,N615AS,B737,ASA904,AS904,FAI,ANC,ANC
20190226,530530749,10918802,N525AS,B738,ASA147,AS147,ANC,FAI,FAI
20190226,530653493,0,,,,H3379,,,
20190226,530680436,11214905,N816FX,AT73,CFS663,EM663,FAI,ANC,ANC
